"Gene","LOF","dmis","mis","syn","dn.LoF","dn.mis3","dn.mis","dn.syn","BF.dn","pval.TADA.dn","qvalue.dn"
"MNS1",3.14e-06,1.24e-06,1.26e-05,3.95e-06,0,0,1,0,0.496661865256407,0.720135186286703,0.932746352837061
"M1AP",2.75e-06,3.24e-06,1.43e-05,6.28e-06,0,0,0,0,0.496611341561139,0.720187097820797,0.932749059288845
"NAGPA",1.93e-06,7.66e-06,2.61e-05,1.42e-05,0,0,0,0,0.49656420536274,0.720289839398691,0.932751765549026
"TRAF3",2.61e-06,3.99e-06,2.05e-05,9.5e-06,0,0,0,0,0.496281230272637,0.720389336505705,0.932754472665364
"PTDSS1",3.05e-06,1.72e-06,1.39e-05,5.96e-06,0,0,0,0,0.496170539414556,0.720440707294652,0.932757179872366
"MCAM",2.89e-06,2.54e-06,2.41e-05,1.16e-05,0,0,1,0,0.496131390505496,0.720492618828746,0.932759886852228
"GRAP2",2.84e-06,2.8e-06,1.08e-05,4.56e-06,0,0,0,0,0.496089300331679,0.720542367382253,0.932762593618067
"MACC1",3e-06,1.98e-06,1.99e-05,7.93e-06,0,0,2,0,0.496061176137938,0.7205937381712,0.932765300107902
"PRKCZ",2.34e-06,5.44e-06,2.34e-05,1.27e-05,0,0,0,0,0.496056661058561,0.72069377602336,0.932768006216946
"KCNC2",2.34e-06,5.44e-06,2.43e-05,1.32e-05,0,0,0,0,0.496056661058561,0.72069377602336,0.932770711925234
"RP11-793H13.10",2.49e-06,4.64e-06,1.35e-05,5.09e-06,0,0,0,0,0.495997817408244,0.72074298383172,0.932773417494143
"IRAK2",2.76e-06,3.22e-06,2.06e-05,9.72e-06,0,0,0,0,0.495987955192612,0.72079381387552,0.932776122706224
"ZER1",2.95e-06,2.24e-06,2.93e-05,1.31e-05,0,0,0,1,0.495973227291078,0.720845725409614,0.932778827583159
"PLS1",2.82e-06,2.91e-06,1.56e-05,6.27e-06,0,0,0,0,0.495961159706076,0.720945763261775,0.932781532113212
"PMPCA",2.82e-06,2.91e-06,2.08e-05,1.05e-05,0,0,0,0,0.495961159706076,0.720945763261775,0.932784236242891
"SIDT1",2.83e-06,2.86e-06,2.12e-05,9.25e-06,0,0,0,0,0.495927025838573,0.720997134050722,0.932786940123797
"DCAF10",2.98e-06,2.09e-06,1.83e-05,9.01e-06,0,0,0,1,0.495904898883352,0.721049045584816,0.932789643702694
"SCFD2",2.69e-06,3.59e-06,2.08e-05,1.01e-05,0,0,1,0,0.495895588117872,0.72110095711891,0.932792346922769
"ODF2L",2.91e-06,2.45e-06,1.5e-05,6.08e-06,0,0,0,0,0.495878901979078,0.721153950143297,0.932795049816833
"CTPS2",2.75e-06,3.28e-06,1.61e-05,7.34e-06,0,0,0,0,0.495833382931724,0.721204239441951,0.932797752512905
"ZNF777",2.82e-06,2.92e-06,3.47e-05,1.71e-05,0,0,1,0,0.495765887138672,0.721256691721192,0.932800455108547
"MARCO",2.77e-06,3.18e-06,1.53e-05,7.14e-06,0,0,0,0,0.495754406186611,0.721305358784405,0.932803157355248
"EED",2.9e-06,2.51e-06,1.2e-05,4.86e-06,0,0,1,0,0.495710223271629,0.721405937381712,0.932805859398172
"ZNF225",2.69e-06,3.6e-06,1.87e-05,6.53e-06,0,0,1,0,0.495702154545121,0.721456767425512,0.932808561077151
"PDE7B",2.74e-06,3.34e-06,1.38e-05,5.9e-06,0,0,0,0,0.495679932886815,0.721506515979019,0.932811262455049
"DDX55",2.59e-06,4.13e-06,1.8e-05,7.75e-06,0,0,0,0,0.495616801391115,0.721555183042232,0.932813963713396
"ZNF653",2.74e-06,3.35e-06,3.05e-05,1.59e-05,0,0,0,0,0.495485920176513,0.721656843129833,0.932816665152719
"ING3",3.17e-06,1.15e-06,1.1e-05,4.6e-06,0,0,0,0,0.495439849230707,0.721709295409074,0.93281936639684
"TTYH3",2.36e-06,5.37e-06,2.29e-05,1.29e-05,0,0,0,0,0.495345464065781,0.721756340236846,0.93282206766007
"SIGLEC12",3.11e-06,1.46e-06,1.77e-05,8.7e-06,0,0,0,0,0.495293870987851,0.721805007300059,0.932824768752645
"ZDHHC16",2.7e-06,3.57e-06,1.23e-05,4.52e-06,0,0,0,0,0.495270553346812,0.72185583734386,0.932827469549224
"PABPC3",3.07e-06,1.67e-06,2.18e-05,8.31e-06,0,0,0,0,0.495147513363537,0.721962904882929,0.932830170492037
"CCNT2",2.74e-06,3.37e-06,2.03e-05,8.53e-06,0,0,0,0,0.495098202267034,0.722013734926729,0.932832871254169
"TAGAP",3.12e-06,1.42e-06,2.31e-05,1.19e-05,0,0,0,0,0.495083772025663,0.722065105715676,0.932835571681019
"RPS6KL1",2.7e-06,3.58e-06,1.94e-05,9.16e-06,0,0,0,0,0.495077310694,0.722116476504623,0.932838271737337
"PRKAA1",2.55e-06,4.37e-06,1.55e-05,5.6e-06,0,0,1,0,0.495070991172806,0.722166765803277,0.932840971422576
"GTF2H1",3.15e-06,1.27e-06,1.43e-05,5.26e-06,0,0,0,0,0.495055200886193,0.722218136592224,0.932843670778796
"PPP3CA",2.77e-06,3.22e-06,1.46e-05,6.06e-06,0,0,0,0,0.49497715063156,0.722275455577786,0.932846370082013
"AGAP3",2.31e-06,5.66e-06,2.17e-05,9.7e-06,0,0,0,0,0.494962869860396,0.722323581895852,0.932849069049627
"SHMT1",2.39e-06,5.23e-06,1.52e-05,7e-06,0,0,0,0,0.494944168561578,0.722372248959066,0.932851767701303
"TMC7",3.11e-06,1.48e-06,2.18e-05,9.22e-06,0,0,0,2,0.494896056236216,0.722423079002866,0.932854466167435
"AKT3",3.01e-06,1.99e-06,1.26e-05,4.32e-06,0,0,0,0,0.494855529807541,0.722470664575785,0.932857164414454
"CANX",3.02e-06,1.94e-06,1.49e-05,6e-06,0,0,0,0,0.494836104100633,0.722519872384145,0.932859862348922
"RBM23",3.06e-06,1.74e-06,1.69e-05,4.79e-06,0,0,1,0,0.494766398904363,0.722575569134267,0.932862560193659
"PVRL1",2.73e-06,3.44e-06,2.58e-05,1.25e-05,0,0,0,0,0.494753042063062,0.722626399178067,0.932865257699066
"ISY1-RAB43",3.09e-06,1.59e-06,1.02e-05,4.14e-06,0,0,0,0,0.494722535405263,0.722677229221868,0.932867954941185
"SLC40A1",2.92e-06,2.46e-06,1.53e-05,6.37e-06,0,0,0,1,0.494673951914529,0.722780511544909,0.932870652000145
"PPP2R3B",2.92e-06,2.46e-06,2.72e-05,1.7e-05,0,0,0,0,0.494673951914529,0.722780511544909,0.932873348660809
"BCAM",2.76e-06,3.29e-06,2.77e-05,1.4e-05,0,0,1,0,0.49462894226364,0.722835126804737,0.9328760451226
"DGKE",3.03e-06,1.9e-06,1.82e-05,8.24e-06,0,0,0,0,0.494619891330036,0.722884334613097,0.932878741226324
"CEL",2.24e-06,6.06e-06,3.17e-05,1.83e-05,0,0,0,0,0.494580225323102,0.722934083166604,0.932881437107624
"DDX49",2.69e-06,3.66e-06,1.99e-05,9.31e-06,0,0,0,0,0.494543690919481,0.723034661763911,0.932884132752687
"GBP3",3.08e-06,1.65e-06,1.51e-05,6.36e-06,0,0,0,0,0.494538113325232,0.723087114043152,0.932886828024504
"NUTM2G",3.11e-06,1.5e-06,2.28e-05,1.07e-05,0,0,0,0,0.494498671561311,0.723138484832099,0.932889523073079
"FAM227B",3.18e-06,1.15e-06,1.22e-05,4.8e-06,0,0,0,0,0.494434830249971,0.723188233385605,0.932892218006477
"ZNF76",2.67e-06,3.78e-06,2.1e-05,9.56e-06,0,0,1,0,0.49425213184014,0.723240144919699,0.932894913350857
"MATR3",3.18e-06,1.16e-06,2.21e-05,8.6e-06,0,0,0,0,0.494235354616991,0.7232909749635,0.93289760837172
"KLHL30",2.51e-06,4.63e-06,2.43e-05,1.31e-05,0,0,0,0,0.494162198948643,0.7233418050073,0.932900303318669
"TRIM67",2.62e-06,4.05e-06,3.39e-05,1.96e-05,0,0,0,0,0.494116801822418,0.72339101281566,0.932902998068873
"ASNSD1",2.66e-06,3.84e-06,1.69e-05,5.78e-06,0,0,0,0,0.494108008389812,0.723440761369167,0.932905692460388
"ZNF324",2.71e-06,3.58e-06,2.7e-05,1.33e-05,0,0,0,0,0.494067675838314,0.723490509922673,0.932908386632858
"WDR1",2.67e-06,3.79e-06,2.45e-05,1.46e-05,0,0,0,0,0.494059839601095,0.723591629265127,0.932911080442543
"LMBR1L",2.67e-06,3.79e-06,1.65e-05,7.17e-06,0,0,0,0,0.494059839601095,0.723591629265127,0.932913773854853
"CAMKK2",2.72e-06,3.53e-06,2.33e-05,1.05e-05,0,0,0,0,0.494023506294484,0.723692207862434,0.932916467030618
"ZSWIM6",2.51e-06,4.64e-06,2.19e-05,8.66e-06,0,0,0,0,0.493972154823071,0.723740874925648,0.932919160036329
"ZFP82",2.69e-06,3.69e-06,1.36e-05,4.97e-06,0,0,0,0,0.493965830449283,0.723790623479154,0.932921852672848
"C7orf55-LUC7L2",3.12e-06,1.48e-06,1.39e-05,3.91e-06,0,0,0,0,0.493891460462903,0.723843616503542,0.932924545241236
"OTOP3",2.71e-06,3.59e-06,2.3e-05,1.11e-05,0,0,1,0,0.493874928901373,0.723894987292489,0.932927237485695
"CPNE5",3.02e-06,1.99e-06,2.38e-05,1.26e-05,0,0,0,0,0.493849881286785,0.723946358081436,0.932929929443961
"SLC6A7",2.78e-06,3.23e-06,2.18e-05,1.06e-05,0,0,1,0,0.493774858929917,0.723997188125237,0.9329326213371
"RBM47",2.37e-06,5.4e-06,3e-05,1.69e-05,0,0,2,0,0.493767024811607,0.724045314443303,0.932935312868023
"HPSE2",2.59e-06,4.23e-06,1.94e-05,7.91e-06,0,0,0,0,0.49370227015401,0.724094522251663,0.932938004288495
"MZF1",3.21e-06,1.04e-06,3.69e-05,1.58e-05,0,0,0,0,0.493620697690826,0.724197263829557,0.932940695672902
"GSK3A",2.74e-06,3.45e-06,1.93e-05,1.05e-05,0,0,0,0,0.493551421023593,0.724249175363651,0.932943386966893
"NUP54",3.24e-06,8.98e-07,1.28e-05,5.61e-06,0,0,0,0,0.493451201536335,0.724312983290975,0.932946078307285
"KARS",2.77e-06,3.3e-06,1.97e-05,7.71e-06,0,0,0,0,0.493427568002118,0.724364354079922,0.93294876935552
"CCDC155",2.96e-06,2.32e-06,1.78e-05,7.55e-06,0,0,0,0,0.49339405430829,0.724415184123723,0.932951460155333
"NSUN5",2.78e-06,3.25e-06,1.9e-05,9.22e-06,0,0,0,0,0.493387843588652,0.724464391932082,0.932954150586105
"SH2D4B",2.97e-06,2.27e-06,1.4e-05,5.75e-06,0,0,0,0,0.493369631860024,0.724513599740442,0.932956840700957
"WLS",2.74e-06,3.46e-06,1.82e-05,7.71e-06,0,0,0,0,0.49335853244275,0.724563889039096,0.932959530468526
"POLG2",3e-06,2.12e-06,1.46e-05,6.84e-06,0,0,0,0,0.493301121686288,0.724618504298924,0.932962220093538
"TCEB3C",3.42e-06,1.06e-08,2.43e-05,1.3e-05,0,0,0,0,0.493290758675824,0.724670956578165,0.932964909368139
"FLAD1",2.82e-06,3.05e-06,1.98e-05,7.84e-06,0,0,0,0,0.49323675884971,0.7247753203915,0.932967598485208
"ZNF267",3.31e-06,5.59e-07,1.82e-05,6.26e-06,0,0,0,0,0.493235641046274,0.724827231925594,0.932970287211146
"KCNG1",1.73e-06,8.97e-06,2.72e-05,1.45e-05,0,0,0,0,0.493234333659917,0.724873736008219,0.932972975546876
"IKZF2",2.49e-06,4.79e-06,1.52e-05,5.67e-06,0,0,1,0,0.493147344118441,0.724970529389499,0.93297566387098
"FTCD",2.49e-06,4.79e-06,2.51e-05,1.31e-05,0,0,0,0,0.493147344118441,0.724970529389499,0.932978351799218
"LMF1",2.93e-06,2.49e-06,2.25e-05,1.17e-05,0,0,0,0,0.493081226658623,0.725020818688152,0.932981039623707
"RIC8B",2.62e-06,4.11e-06,1.71e-05,7.33e-06,0,0,1,1,0.492969111751927,0.725068404261072,0.932983727547623
"PPM1J",2.87e-06,2.81e-06,2.02e-05,9.33e-06,0,0,0,0,0.492871093877916,0.725119775050019,0.932986415508693
"PRODH",2.64e-06,4.01e-06,2.45e-05,1.17e-05,0,0,0,0,0.492865799449373,0.725168982858379,0.932989103097448
"DNTTIP2",3.21e-06,1.08e-06,1.79e-05,7.39e-06,0,0,0,0,0.492823535616602,0.72522143513762,0.932991790477215
"NDOR1",2.62e-06,4.12e-06,2.29e-05,1.03e-05,0,0,0,0,0.492778180542963,0.72527226518142,0.932994477661689
"CHDH",2.46e-06,4.97e-06,2.52e-05,1.22e-05,0,0,0,0,0.492772469145745,0.725323635970367,0.932997164475884
"ARMC9",2.99e-06,2.2e-06,2.12e-05,9.7e-06,0,0,1,1,0.49273479941681,0.72537230303358,0.932999851060972
"CDC20",3.11e-06,1.59e-06,1.67e-05,6.34e-06,0,0,0,0,0.492715747431437,0.725425296057968,0.933002537334816
"GNPAT",3e-06,2.15e-06,1.79e-05,6.84e-06,0,0,0,0,0.49271237541244,0.725475585356621,0.933005223228271
"STARD3",2.76e-06,3.39e-06,1.68e-05,7.55e-06,0,0,0,1,0.492696202723245,0.725525333910128,0.933007908797922
"CPNE9",3.21e-06,1.09e-06,1.99e-05,8.62e-06,0,0,0,0,0.492624515784683,0.72563023846861,0.933010594288852
"IFI16",3.08e-06,1.75e-06,1.98e-05,7.72e-06,0,0,0,0,0.492561579751216,0.725682150002704,0.933013279662461
"PWWP2A",2.99e-06,2.21e-06,2.84e-05,1.41e-05,0,0,2,0,0.492538887763014,0.725733520791651,0.933015964741184
"FBXL17",2.8e-06,3.19e-06,3.05e-05,1.64e-05,0,0,0,0,0.492536994910359,0.725783269345158,0.933018649433307
"SLC7A14",2.5e-06,4.77e-06,2.39e-05,1.16e-05,0,0,0,0,0.492517251802121,0.725835721624398,0.933021333817677
"ALDH4A1",2.72e-06,3.61e-06,2.36e-05,1.24e-05,0,0,0,0,0.492483456452145,0.725886551668199,0.933024017956359
"ANKRD13D",2.58e-06,4.35e-06,2.52e-05,1.12e-05,0,0,0,0,0.492423600161018,0.725939544692586,0.93302670196438
"POC1B-GALNT4",2.7e-06,3.72e-06,1.73e-05,6.89e-06,0,0,0,0,0.492382576225319,0.725987130265506,0.933029385758695
"ETFDH",2.6e-06,4.25e-06,1.57e-05,6.28e-06,0,0,0,0,0.492313256356496,0.726085545882226,0.933032069464168
"EXOC5",3.01e-06,2.12e-06,1.73e-05,6.44e-06,0,0,1,0,0.492298518765402,0.726135835180879,0.933034752840069
"USP43",2.64e-06,4.04e-06,1.96e-05,8.83e-06,0,0,0,0,0.492292644958691,0.726184502244092,0.933037435847378
"NHLRC2",2.77e-06,3.36e-06,1.8e-05,8e-06,0,0,0,0,0.492269676649576,0.726234791542746,0.933040118561565
"PLK1",2.58e-06,4.36e-06,2.46e-05,1.06e-05,0,0,0,0,0.492233502576021,0.726285080841399,0.933042801040931
"CERKL",2.7e-06,3.73e-06,1.72e-05,7.17e-06,0,0,0,0,0.492190854184568,0.72633753312064,0.933045483314077
"FAM171B",3.07e-06,1.82e-06,2.16e-05,8.98e-06,0,0,0,0,0.492183874250192,0.726389444654734,0.933048165223779
